,sessionID,text,label
7508,Ses04M_script01_3_F017,"No, what is it, Chris?  Your mother?",-1
7509,Ses04M_script01_3_F018,"Then what's wrong.  Even in your letters, there was something ashamed.",-1
7510,Ses04M_script01_3_F019,You've got to tell me.,-1
7511,Ses04M_script01_3_F020,It wouldn't work this way.,-1
7512,Ses04M_script01_3_F021,"Yeah, sure.",-1
7513,Ses04M_script01_3_F022,How many?,2
7514,Ses04M_script01_3_F023,"Oh, gees.",2
7515,Ses04M_script01_3_F024,And do you still feel that way?,-1
7516,Ses04M_script01_3_F025,"Because you mustn't feel that way anymore, Chris.  Because you have a right to everything you have, everything, Chris; to me, too.",-1
7517,Ses04M_script01_3_F026,"And your money, there's nothing wrong in your money.  Your father put hundreds of planes in the air.  You should be proud.  A man should be paid for that.",-1
7518,Ses04M_script01_3_F027,What'll I do with a fortune?,1
7519,Ses04M_script01_3_M000,"I know.  It went out of style, didn't it?",-1
7520,Ses04M_script01_3_M001,So you're not sorry you came?,-1
7521,Ses04M_script01_3_M002,Why?,-1
7522,Ses04M_script01_3_M003,What?,-1
7523,Ses04M_script01_3_M004,The trouble is I planned on sneaking up on you over a period of a week or so.  But they take it for granted that we're all set.,-1
7524,Ses04M_script01_3_M005,How did you know?,-1
7525,Ses04M_script01_3_M006,Well wouldn't you want to?,-1
7526,Ses04M_script01_3_M007,I guess you know this is why I asked you to come.,-1
7527,Ses04M_script01_3_M008,"Ann, I love you.  I love you a great deal.  I love you.",-1
7528,Ses04M_script01_3_M009,I have no imagination.  That's all I know to tell you.  I'm embarrassing you.,-1
7529,Ses04M_script01_3_M010,I didn't want to tell it to you here.  I wanted someplace we'd never been; someplace where we'd be brand new to each other.,-1
7530,Ses04M_script01_3_M011,"You think this is wrong, don't you; this yard, this chair?  I want you to be ready for me.  I don't want to win you away from anything.",-1
7531,Ses04M_script01_3_M012,Then he's gone forever?  You're sure?,-1
7532,Ses04M_script01_3_M013,Why didn't you?,-1
7533,Ses04M_script01_3_M014,You felt something that far back?,-1
7534,Ses04M_script01_3_M015,"Anne, why didn't you let me know?",-1
7535,Ses04M_script01_3_M016,"Anne, give me a kiss.  Give me a -",-1
7536,Ses04M_script01_3_M017,"I kissed you.  I kissed Annie.  How long, how long I've waited to kiss you.",-1
7537,Ses04M_script01_3_M018,"Anne, we're going to live now.  I'm going to make you so happy.",-1
7538,Ses04M_script01_3_M019,I kissed you.,-1
7539,Ses04M_script01_3_M020,Let's drive somewhere.  I want to be alone with you.,-1
7540,Ses04M_script01_3_M021,"No, no, nothing like that.",-1
7541,Ses04M_script01_3_M022,"Yes, I suppose there has been.  But it's going from me.",2
7542,Ses04M_script01_3_M023,I don't know where to start.,2
7543,Ses04M_script01_3_M024,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",2
7544,Ses04M_script01_3_M025,Well I lost them.,2
7545,Ses04M_script01_3_M026,Just about all.,2
7546,Ses04M_script01_3_M027,It takes a little time to toss that off because they weren't just men.,2
7547,Ses04M_script01_3_M028,"For instance, one time it'd been raining several days.  And this kid came to me and gave me his last pair of dry socks; put them in my pocket.  That's only a little thing, but that's the kind of guys I had.",2
7548,Ses04M_script01_3_M029,They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.,-1
7549,Ses04M_script01_3_M030,"And I got this idea watching them go down, everything was being destroyed, see?  But, to me, it seemed there was one new thing that was made,",2
7550,Ses04M_script01_3_M031,a kind of responsibility.  Man for man.  You understand me?  And then I went home and it was incredible.,2
7551,Ses04M_script01_3_M032,"There was no meaning in it here.  The whole thing to them was some sort of bus accident.  Then I went to work for dad and that whole rat race again.  I felt, what you said, ashamed somehow",2
7552,Ses04M_script01_3_M033,because nobody was changed.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive;,2
7553,Ses04M_script01_3_M034,"to open that bank book; to drive the new car; to see the new refrigerator.  I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man.",2
7554,Ses04M_script01_3_M035,"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",2
7555,Ses04M_script01_3_M036,"I want you now, Annie.",-1
7556,Ses04M_script01_3_M037,"Annie, Annie, I'm going to make you a fortune.",1
7557,Ses04M_script02_1_F000,Fine.,3
7558,Ses04M_script02_1_F001,What flashlight?,-1
7559,Ses04M_script02_1_F002,It's not yours.,0
7560,Ses04M_script02_1_F003,"It's ours.  It's mine, too.",0
7561,Ses04M_script02_1_F004,You kept saying my flashlight as if it's somehow just yours.  How is that supposed to make me feel?,0
7562,Ses04M_script02_1_F005,Yes.,0
7563,Ses04M_script02_1_F006,I'm cold.,-1
7564,Ses04M_script02_1_F007,It's after eleven; let's go home.,0
7565,Ses04M_script02_1_F008,There is no point in coming down here.,0
7566,Ses04M_script02_1_F009,That's my point.,-1
7567,Ses04M_script02_1_F010,So let's go home.,0
7568,Ses04M_script02_1_F011,Not particularly.,-1
7569,Ses04M_script02_1_F012,I just don't.  It's stupid.,0
7570,Ses04M_script02_1_F013,"Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",0
7571,Ses04M_script02_1_F014,What are you so excited about?,3
7572,Ses04M_script02_1_F015,This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,-1
7573,Ses04M_script02_1_F016,I'm just not.,-1
7574,Ses04M_script02_1_F017,Yes.,0
7575,Ses04M_script02_1_F018,"Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.",0
7576,Ses04M_script02_1_F019,We didn't see them the first time either.,-1
7577,Ses04M_script02_1_F020,That's the wind.,-1
7578,Ses04M_script02_1_F021,About what?,-1
7579,Ses04M_script02_1_M000,"What time is it?  They're supposed to run around midnight.  This is great, isn't it?  Look at this night we've got here; couldn't be better.",-1
7580,Ses04M_script02_1_M001,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it.  How you doing?",1
7581,Ses04M_script02_1_M002,"Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",1
7582,Ses04M_script02_1_M003,"How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.",1
7583,Ses04M_script02_1_M004,"The flashlight; the silver one.  There's only one, isn't there?",-1
7584,Ses04M_script02_1_M005,Whose is it?,3
7585,Ses04M_script02_1_M006,"Well, sure.",-1
7586,Ses04M_script02_1_M007,"No, of course, our flashlight; yours and mine.  Me flashlight es su flashlight, naturally.  How could we not think to bring it?  I hope the moon stays out.",-1
7587,Ses04M_script02_1_M008,"I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?",1
7588,Ses04M_script02_1_M009,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",3
7589,Ses04M_script02_1_M010,"Oh, man.  This is great.  I didn't even think to bring a six pack.  Six pack would be just the ticket right about now.  I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.  Oh.",-1
7590,Ses04M_script02_1_M011,I wonder if they can hear me talk or feel the vibrations in the sand when we move around.,-1
7591,Ses04M_script02_1_M012,You want my jacket?,3
7592,Ses04M_script02_1_M013,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,-1
7593,Ses04M_script02_1_M014,Right.,3
7594,Ses04M_script02_1_M015,"That's my point, too.",3
7595,Ses04M_script02_1_M016,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",-1
7596,Ses04M_script02_1_M017,Why not?,-1
7597,Ses04M_script02_1_M018,"Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.",1
7598,Ses04M_script02_1_M019,"Yeah, but that moment on the beach is the highlight of their little lives.  I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that.",-1
7599,Ses04M_script02_1_M020,There's mystery here and magic.,1
7600,Ses04M_script02_1_M021,"Oh, it's a big night for these guys.  Uh, life's last orgy.",1
7601,Ses04M_script02_1_M022,"Yeah, they do. Okay.  But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that.",1
7602,Ses04M_script02_1_M023,There's mystery here and magic; a little bit of the unexplainable.  I don't see how you can not be interested.,1
7603,Ses04M_script02_1_M024,For real?,-1
7604,Ses04M_script02_1_M025,"I don't get it.  First time we came here to see it, you said it was the best night of your life.  And last year, I remember distinctly you were so excited to get here, you stubbed your toe rushing me out the door and didn't even notice until we were in the car.",-1
7605,Ses04M_script02_1_M026,We weren't in a good spot.,-1
7606,Ses04M_script02_1_M027,We just weren't in a good spot.  This is a much better spot.  I've got good instincts for these things.  Look there.  What's that?  Is that -,-1
7607,Ses04M_script02_1_M028,"no, it's just seaweed, isn't it?  Oh, man, this is great.  I wouldn't miss this for anything.  I mean, think about this.  I know you're not interested, but just think about this for a minute.",1
7608,Ses04M_script02_1_M029,Out there someplace is this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.  No one sent them an invitation or a map;,1
7609,Ses04M_script02_1_M030,"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",1
7610,Ses04M_script02_1_M031,They're swimming right now as if that's the only thing that matters.  It's single mindedness with no mind.  Urgency that's pure urge.,1
7611,Ses04M_script02_1_M032,"They don't know what drives them.  They don't give it a name or ask a question.  They just turn, as one, and start the swim that brings them here; to this place, where we stand, for a massive celebration of sex and death.  Oh, man, I'm giving myself goose bumps.  All my hairs are popping up.",1
7612,Ses04M_script02_1_M033,Well so what did you think?,1
7613,Ses04M_script02_2_F000,"Look at this, goose bumps.",3
7614,Ses04M_script02_2_F001,About what?,-1
7615,Ses04M_script02_2_F002,It's ridiculous.,-1
7616,Ses04M_script02_2_F003,It's PR.  Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.,-1
7617,Ses04M_script02_2_F004,Sure.  They're all told the same story.  It's what keeps us coming back for more; keeps us excited; keeps us thinking that life is going to start any minute now if we could just find the right spot; get in on the action.,-1
7618,Ses04M_script02_2_F005,"Well, I'm sorry, but it's still just fish to me.",-1
7619,Ses04M_script02_2_F006,"Goddamn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",0
7620,Ses04M_script02_2_F007,We just have different ideas about what this evening is supposed to look like.,0
7621,Ses04M_script02_2_F008,"For heaven's sake, we are not going to see the grunions.",-1
7622,Ses04M_script02_2_F009,"We never do, do we?  Have we ever?",0
7623,Ses04M_script02_2_F010,Twice is every time we've tried.  That's ever.,-1
7624,Ses04M_script02_2_F011,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.  I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",-1
7625,Ses04M_script02_2_F012,You don't have any idea what I'm saying.,-1
7626,Ses04M_script02_2_F013,"I did want to see it.  I always do.  I keep thinking this time will be the time, but it never is.",0
7627,Ses04M_script02_2_F014,"For heaven's sake, this is not about fish.",-1
7628,Ses04M_script02_2_F015,Do you remember the first time we came to see it?,-1
7629,Ses04M_script02_2_F016,"It was about four years ago, right after we got married.  We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes and you popped the cork.",2
7630,Ses04M_script02_2_F017,"And while we were dancing, you said the softest, most intimate things to me, right into my ear so that I could feel them as much as hear them.  And I remember thinking this is it.  At last, at last I'm as happy as I'm supposed to be.",-1
7631,Ses04M_script02_2_F018,Dancing barefoot in the sand; drinking champagne from the bottle.,2
7632,Ses04M_script02_2_F019,I'd rather not remember some things.  I'd rather not hope for some things.,2
7633,Ses04M_script02_2_F020,No.,2
7634,Ses04M_script02_2_F021,No.,2
7635,Ses04M_script02_2_F022,No.,-1
7636,Ses04M_script02_2_F023,No.,-1
7637,Ses04M_script02_2_F024,No.,-1
7638,Ses04M_script02_2_F025,No.,0
7639,Ses04M_script02_2_F026,I want something to turn out the way it's supposed to.,0
7640,Ses04M_script02_2_F027,This what?  What is this?  This isn't even anything.,0
7641,Ses04M_script02_2_F028,"Oh, right, sure.  This is standing on the beach.   This is waiting.  This is fighting.",0
7642,Ses04M_script02_2_F029,But this isn't anything like I thought anything would be like.,0
7643,Ses04M_script02_2_F030,"This is just this.  I mean, it includes a lot and everything, but it's just not, you know, something else.  Do you have any idea what I'm trying to say?",-1
7644,Ses04M_script02_2_F031,"I know you are, Augie.  Really, I do.  I know you meant for this to be special and nice and it's the full moon and the sand and everything.  But I just couldn't help thinking about being somewhere else.",-1
7645,Ses04M_script02_2_F032,I didn't say that.,2
7646,Ses04M_script02_2_F033,"For heaven's sake, whatever I'm doing, I'd rather be doing it with you.",-1
7647,Ses04M_script02_2_F034,Well don't be ridiculous.  Don't you know that?  You're the one who probably wishes you were with somebody else; somebody who knew how to enjoy herself and didn't take everything so hard.,-1
7648,Ses04M_script02_2_F035,"Okay, fine.  So we're in the wrong spot, but we're with the right person.",1
7649,Ses04M_script02_2_F036,"Yeah, I noticed that.  Looks pretty on the water, doesn't it?  Big ol' white moon.  I'm sorry, Augie.",1
7650,Ses04M_script02_2_F037,Or not.,-1
7651,Ses04M_script02_2_M000,Well so what'd you think?,3
7652,Ses04M_script02_2_M001,What I said.,3
7653,Ses04M_script02_2_M002,Certainly is not.  It's slightly exaggerated scientific fact.,-1
7654,Ses04M_script02_2_M003,I'm not the only one.  Look at these people.,-1
7655,Ses04M_script02_2_M004,Are we talking about the same thing?,-1
7656,Ses04M_script02_2_M005,"Carla, can I ask you something?  Don't take this the wrong way, but are you having your period?",-1
7657,Ses04M_script02_2_M006,Well what's bugging you?,0
7658,Ses04M_script02_2_M007,"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go ooh, ah, look at the fish.  They go home.  We go home.",0
7659,Ses04M_script02_2_M008,Why not?,-1
7660,Ses04M_script02_2_M009,We've missed them twice.,-1
7661,Ses04M_script02_2_M010,That's not ever.,-1
7662,Ses04M_script02_2_M011,We'll see them this year.,-1
7663,Ses04M_script02_2_M012,I thought you wanted to see them.,-1
7664,Ses04M_script02_2_M013,"No, of course, not.",-1
7665,Ses04M_script02_2_M014,It's just fish; nothing to get traumatized over.,-1
7666,Ses04M_script02_2_M015,"I've been trying to work this backwards, but I can't seem to pinpoint the moment when we took a turn for the worse.",-1
7667,Ses04M_script02_2_M016,"You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",-1
7668,Ses04M_script02_2_M017,"Uh,okay.  So I'm putting on my jacket; putting out the animals;",-1
7669,Ses04M_script02_2_M018,"uh, taking the car out of the gara- out of the garage.",-1
7670,Ses04M_script02_2_M019,Uh.,-1
7671,Ses04M_script02_2_M020,"Wait a minute, I've got it.",3
7672,Ses04M_script02_2_M021,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",3
7673,Ses04M_script02_2_M022,Sure.  Okay.  Alright.  I've got it.  Listen do you want to dance?,-1
7674,Ses04M_script02_2_M023,You want to get some champagne?,-1
7675,Ses04M_script02_2_M024,"What, you want me to breathe in your ear?",-1
7676,Ses04M_script02_2_M025,You want to get married again?,-1
7677,Ses04M_script02_2_M026,"What, you want a divorce?",-1
7678,Ses04M_script02_2_M027,A vacation?,-1
7679,Ses04M_script02_2_M028,"A new carpet?  A poodle?  An ice cream?  A back rub?  A suicide pact?  What?  What, Carla?  What the hell do you want?",-1
7680,Ses04M_script02_2_M029,"Well welcome to the human race.  You think this is what I had in mind?  You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish?  No.",0
7681,Ses04M_script02_2_M030,"No, I'm just like you.  I thought it was going to be all peaches and roses and wind in our hair and sand in our toes and the fish will always come and the bills will always pay themselves.",-1
7682,Ses04M_script02_2_M031,"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla?  You know what you get?  This.",0
7683,Ses04M_script02_2_M032,"Yes, it is.",-1
7684,Ses04M_script02_2_M033,Right.,-1
7685,Ses04M_script02_2_M034,"No, I know, me neither.",0
7686,Ses04M_script02_2_M035,I'm doing the best I can.,-1
7687,Ses04M_script02_2_M036,"Maybe if you were with somebody else, too, huh?",-1
7688,Ses04M_script02_2_M037,"No, I know.  But still.  I know I don't make you happy.",2
7689,Ses04M_script02_2_M038,Yeah?,-1
7690,Ses04M_script02_2_M039,"Actually, now that you mention it, no.  I don't.",1
7691,Ses04M_script02_2_M040,"I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.",1
7692,Ses04M_script02_2_M041,"Shh.  If we're very quiet, the fish might come.",1
7693,Ses04M_script02_2_M042,Or not.,-1
7694,Ses04M_script03_1_F000,Do you think it's them?,-1
7695,Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",-1
7696,Ses04M_script03_1_F002,What are we to do?,-1
7697,Ses04M_script03_1_F003,Now and always sweet.,-1
7698,Ses04M_script03_1_F004,It was bound to come sooner or later.,-1
7699,Ses04M_script03_1_F005,"Oh, it sent shivers up my spine.",1
7700,Ses04M_script03_1_F006,Behave exquisitely.,1
7701,Ses04M_script03_1_F007,Certainly.  I shall probably do a court curtsey.,1
7702,Ses04M_script03_1_F008,But what's so horrible is that one can't stay happy.,1
7703,Ses04M_script03_1_F009,It's true.  The whole business is a very poor joke.,1
7704,Ses04M_script03_1_F010,"Yes, meaning just that.",-1
7705,Ses04M_script03_1_F011,Don't laugh at me.  I'm serious.,-1
7706,Ses04M_script03_1_F012,Who's they?,1
7707,Ses04M_script03_1_F013,"If I laugh at everything, I must laugh at us, too.",3
7708,Ses04M_script03_1_F014,"How long will it last, this ludicrous and overbearing love of ours?",1
7709,Ses04M_script03_1_F015,Shall we always want to bicker and fight?,1
7710,Ses04M_script03_1_F016,"Oh, dear.  Should we like that.",-1
7711,Ses04M_script03_1_F017,"What happens if one of us dies?  Does the one that's left, still laugh?",1
7712,Ses04M_script03_1_F018,"Well that's serious enough, isn't it?",1
7713,Ses04M_script03_1_F019,"Darling, I believe you're talking nonsense.",-1
7714,Ses04M_script03_1_F020,"Elliot, worms don't pop.",-1
7715,Ses04M_script03_1_F021,"Thank you, dear.  The same applies to you, except that if I catch you so much as looking at another woman, I will kill you.",1
7716,Ses04M_script03_1_F022,Which particular one?,1
7717,Ses04M_script03_1_F023,"Oh, Charles; that was his name, Charles.  Oh, he did wriggle so beautifully.",1
7718,Ses04M_script03_1_F024,I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.,1
7719,Ses04M_script03_1_F025,It went on intermittently for days.,1
7720,Ses04M_script03_1_F026,"It burnt my comb, too, and all the towels in the bathroom.",1
7721,Ses04M_script03_1_F027,That was the first time you ever hit me.,1
7722,Ses04M_script03_1_F028,"The manager came in and found is rolling about on the floor, biting and scratching like panthers.  Oh, dear.",1
7723,Ses04M_script03_1_F029,"How ridiculous. How utterly, utterly ridiculous.",1
7724,Ses04M_script03_1_F030,And very much sillier.,1
7725,Ses04M_script03_1_M000,Good God.,-1
7726,Ses04M_script03_1_M001,I wonder.,-1
7727,Ses04M_script03_1_M002,"It must be them, then.",-1
7728,Ses04M_script03_1_M003,"We'll be alright, darling.  Whatever happens, aren't we?",3
7729,Ses04M_script03_1_M004,"I don't care, then.",1
7730,Ses04M_script03_1_M005,"Hello, hello.  What?  Wrong number.",-1
7731,Ses04M_script03_1_M006,What shall we do if they suddenly walk in on us?,1
7732,Ses04M_script03_1_M007,With the mo- with the most perfect poise?,1
7733,Ses04M_script03_1_M008,"Ah.  Things that ought to matter dreadfully don't matter when one's happy, do they?",-1
7734,Ses04M_script03_1_M009,"Don't say that, darling.",-1
7735,Ses04M_script03_1_M010,"Meaning that sacred and beautiful thing, love?",3
7736,Ses04M_script03_1_M011,"What does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",-1
7737,Ses04M_script03_1_M012,"You mustn't be serious, my dear.  That's just what they want.",3
7738,Ses04M_script03_1_M013,All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.  Flippancy brings out the acid- acid in their damn sweetness and light.,0
7739,Ses04M_script03_1_M014,Certainly you must.  We're figures of fun alright.,-1
7740,Ses04M_script03_1_M015,Who knows.,-1
7741,Ses04M_script03_1_M016,No.  That fire will fade along with our passion.,2
7742,Ses04M_script03_1_M017,It all depends on how well we've played.,-1
7743,Ses04M_script03_1_M018,"Yes.  Yes, with all his might.",-1
7744,Ses04M_script03_1_M019,"No, no, it isn't.  Death's very laughable; such a cunning little mystery, all done with mirrors.",-1
7745,Ses04M_script03_1_M020,"So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and- and enjoy the party as much as we can, like very small, quite idiotic little school children.",-1
7746,Ses04M_script03_1_M021,"Let's savor the delight of the moment.  Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",1
7747,Ses04M_script03_1_M022,"I don't mind what you do, see?  You can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.",-1
7748,Ses04M_script03_1_M023,Do you remember that awful scene we had in Venice?,-1
7749,Ses04M_script03_1_M024,The one when you bought that little painted wooded snake and put it on my bed?,-1
7750,Ses04M_script03_1_M025,Horrible thing.  I hated it.,0
7751,Ses04M_script03_1_M026,How long did that row last?,-1
7752,Ses04M_script03_1_M027,The worst one was in Cannes when your curling irons burnt holes in my dressing gown.,-1
7753,Ses04M_script03_1_M028,Line?,3
7754,Ses04M_script03_1_M029,How -- that was a rouser wasn't it?,1
7755,Ses04M_script03_1_M030,I didn't hit you very hard.,-1
7756,Ses04M_script03_1_M031,"Ah, I shall never forget his face.",-1
7757,Ses04M_script03_1_M032,Yes.  We were very much younger then.,-1
7758,Ses04M_script03_1_M033,"As a matter of fact, the real cause of that row was Peter Burden.",3
7759,Ses04M_script03_2_F000,That was the first time you ever hit me.,0
7760,Ses04M_script03_2_F001,"The manager came in and found us rolling about on the floor, biting and scratching like panthers.  Oh, dear.",1
7761,Ses04M_script03_2_F002,"How ridiculous.  How utterly, utterly ridiculous.",1
7762,Ses04M_script03_2_F003,And very much sillier.,1
7763,Ses04M_script03_2_F004,You knew there was nothing in that.,-1
7764,Ses04M_script03_2_F005,Presents?  A trivial little brooch.,-1
7765,Ses04M_script03_2_F006,Not at all.  It was very pretty.  I still have it and I wear it often.,1
7766,Ses04M_script03_2_F007,I did not.  You made the whole thing up in your jealous imagination.,-1
7767,Ses04M_script03_2_F008,"Just a little, perhaps, nothing serious.",1
7768,Ses04M_script03_2_F009,Let him kiss you.,3
7769,Ses04M_script03_2_F010,What of it?,0
7770,Ses04M_script03_2_F011,It gave him a lot of pleasure and it didn't hurt me.,-1
7771,Ses04M_script03_2_F012,"If you hadn't been so nosey, you never would have known a thing about it.",-1
7772,Ses04M_script03_2_F013,"Oh, dear.  I'm bored with this conversation.",-1
7773,Ses04M_script03_2_F014,"No, thanks.",0
7774,Ses04M_script03_2_F015,I don't see why you want it.  You've already had two glasses.,-1
7775,Ses04M_script03_2_F016,It seems so silly to go on and on and on with such a thing.,-1
7776,Ses04M_script03_2_F017,It's become a habit with you.,0
7777,Ses04M_script03_2_F018,"Oh, don't be so stupid.",-1
7778,Ses04M_script03_2_F019,What?,0
7779,Ses04M_script03_2_F020,"No, just making myself fascinating for you",-1
7780,Ses04M_script03_2_F021,"The woman's job is to allure the man.  Watch me a minute, will you?",-1
7781,Ses04M_script03_2_F022,"Oh, no, it isn't.",0
7782,Ses04M_script03_2_F023,"Oh, be quiet.",0
7783,Ses04M_script03_2_F024,It's a pity you didn't- It's a pity you didn't have more brandy.,3
7784,Ses04M_script03_2_F025,It doesn't seem to have worked such wonders with you.,-1
7785,Ses04M_script03_2_F026,"Adders don't snap, they sting.",0
7786,Ses04M_script03_2_F027,They sting.,-1
7787,Ses04M_script03_2_F028,I don't care.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.,0
7788,Ses04M_script03_2_F029,"Yes, I did, quite a lot.",0
7789,Ses04M_script03_2_F030,Mind your own business.,0
7790,Ses04M_script03_2_F031,You're quite insufferable.  I expected it's because you're drunk.,0
7791,Ses04M_script03_2_F032,You always had a weak head.,0
7792,Ses04M_script03_2_F033,"On the contrary, a child of two could get violently drunk on only one glass of brandy.",0
7793,Ses04M_script03_2_F034,"Oh, shut up.",0
7794,Ses04M_script03_2_F035,"Not very funny, dear.  You'd better have some more brandy.",0
7795,Ses04M_script03_2_F036,Why?,0
7796,Ses04M_script03_2_F037,There aren't any people upstairs.  It's a photographer's studio.,0
7797,Ses04M_script03_2_F038,They're away in Tunis.,-1
7798,Ses04M_script03_2_F039,"Turn it on again, please.",0
7799,Ses04M_script03_2_F040,"Very well, if you insist on being boorish and idiotic.",0
7800,Ses04M_script03_2_F041,Go away.  Go away.  I hate you.,0
7801,Ses04M_script03_2_F042,You are far too temperamental.  Try to control yourself.,0
7802,Ses04M_script03_2_F043,We swapped. Listen.,3
7803,Ses04M_script03_2_F044,"Listen, indeed.  I am sick and tired of listening to you, you damn sadistic bully.",0
7804,Ses04M_script03_2_F045,Stop.,0
7805,Ses04M_script03_2_F046,Stop.  I hate you.  Do you hear me? You're conceited and overbearing and utterly impossible.,0
7806,Ses04M_script03_2_F047,"This is the end.  Do you understand, the end?  Finally and forever.",0
7807,Ses04M_script03_2_F048,"Oh, yes, I am.",0
7808,Ses04M_script03_2_F049,"Let go of me.  You're a cruel fiend and I hate and loath you.  Thank God, I discovered in time what you're really like.",0
7809,Ses04M_script03_2_F050,Marry you again? Huh.,0
7810,Ses04M_script03_2_F051,"Never, never, never.  I'd rather die in torment. Beast brute.",0
7811,Ses04M_script03_2_F052,Swine.,0
7812,Ses04M_script03_2_M000,"That was a rouser, wasn't it?",-1
7813,Ses04M_script03_2_M001,I didn't hit you very hard.,3
7814,Ses04M_script03_2_M002,I shall never forget his face.,-1
7815,Ses04M_script03_2_M003,We were very much younger then.,-1
7816,Ses04M_script03_2_M004,"As a matter of fact, the real cause of that row was Peter Burden.",-1
7817,Ses04M_script03_2_M005,I knew nothing of the sort.  You took presents from him.,-1
7818,Ses04M_script03_2_M006,"I remember it well, bristling with diamonds in the worst possible taste.",-1
7819,Ses04M_script03_2_M007,You went out of your way to torture me over Peter Burden.,-1
7820,Ses04M_script03_2_M008,"You must admit that he was in love with you, wasn't he?",0
7821,Ses04M_script03_2_M009,Line?,3
7822,Ses04M_script03_2_M010,You let him kiss you.  You said you did.,0
7823,Ses04M_script03_2_M011,What of it?,0
7824,Ses04M_script03_2_M012,What about me?,0
7825,Ses04M_script03_2_M013,"That's a nice point of view, I must say.",0
7826,Ses04M_script03_2_M014,So am I; bored stiff.,0
7827,Ses04M_script03_2_M015,You want some brandy?,-1
7828,Ses04M_script03_2_M016,"I'll have a little myself, I think.",-1
7829,Ses04M_script03_2_M017,"No particular reason.  Anyhow, they were very small ones.",-1
7830,Ses04M_script03_2_M018,You can hardly call three liquor glasses in a whole evening going on and on and on.,-1
7831,Ses04M_script03_2_M019,You needn't be so grand just because you don't happen to want any at the moment.,-1
7832,Ses04M_script03_2_M020,"Really, Amanda",0
7833,Ses04M_script03_2_M021,Nothing.,0
7834,Ses04M_script03_2_M022,"Going out somewhere, my dear?",0
